name,times,balance,allPay,invest,y
25988,17,5463,-10038,10000,0
25997,56,9759,-33275,30000,0
26000,33,3948,-20380,15000,0
26001,81,3460,-44008,90000,0
26003,60,9152,-33219,20000,0
26006,41,8163,-25648,10000,0
26007,51,6091,-28290,33000,0
26010,72,7217,-48730,50000,0
26012,41,9704,-28940,20000,0
26014,134,13006,-66426,75000,0
26017,15,3833,-8870,10000,0
26018,43,5029,-25567,20000,0
26019,17,4981,-13150,10000,0
26021,32,4773,-17306,12000,0
26022,20,2158,-7835,4000,1
26023,38,7745,-29370,20000,0
26026,52,4540,-17982,20000,1
26027,60,8632,-31022,25000,0
26028,50,14964,-33433,10000,0
26029,23,9009,-26851,20000,0
26030,43,7015,-26131,10000,0
26031,62,6135,-39010,15000,0
26032,43,6070,-22136,40000,0
26033,55,5398,-24580,20000,0
26034,28,7506,-22044,22000,0
26035,43,3550,-22938,23000,0
26036,40,13887,-28980,30000,0
26038,42,14945,-32797,30000,0
26039,28,4556,-16744,10000,0
26040,70,8734,-47779,43000,0
26046,53,3901,-24061,25000,0
26047,40,5181,-19330,20000,0
26048,61,4441,-25291,26000,0
26050,41,4740,-26370,25000,0
26051,49,5373,-30440,30000,0
26052,64,6058,-37496,40000,0
26053,58,8331,-34360,25000,0
26054,13,3885,-10785,10000,0
26056,35,5453,-13239,5000,1
26057,23,3552,-6160,0,1
26058,28,4450,-11958,5000,0
26059,21,4309,-20200,10000,0
26060,53,7770,-28249,20000,0
26061,50,7475,-27450,10000,0
26062,12,1982,-6971,5000,0
26063,9,4488,-9830,10000,0
26065,6,941,-2300,2000,0
26066,44,8706,-22695,5000,0
26068,27,3815,-18293,10000,0
26070,9,3204,-7170,0,0
26072,47,4723,-23979,20000,0
26073,13,5696,-11980,10000,0
26075,45,7996,-26870,20000,0
26076,47,9584,-25845,20000,0
26078,20,14389,-9590,0,0
26080,24,5636,-24208,10000,0
26082,44,7444,-27186,20000,0
26083,31,8327,-18790,5000,0
26085,36,11818,-27460,20000,0
26086,49,11729,-22617,40000,0
26087,15,6200,-11490,10000,0
26089,11,4267,-8140,10000,0
26092,25,5203,-12965,10000,0
26093,27,6257,-19597,20000,0
26094,2,269,-680,0,0
26095,35,6467,-19885,20000,0
26096,13,3267,-7286,0,0
26097,59,12130,-31095,20000,0
26103,12,7522,-3046,10000,1
26104,19,5668,-11494,10000,0
26105,35,6466,-24786,20000,0
26106,15,3652,-8112,0,0
26107,50,16300,-29678,30000,0
26108,60,8035,-29144,25000,0
26109,90,5630,-44171,40000,0
26110,39,3774,-24550,17000,0
26111,27,6265,-16106,20000,0
26112,35,5478,-14657,20000,0
26113,37,5687,-21060,10000,0
26114,24,5253,-11220,10000,0
26115,47,8561,-30761,30000,0
26116,51,5254,-22573,25000,0
26118,16,3023,-7367,0,0
26119,52,4529,-14020,15000,1
26120,33,3681,-13909,30000,0
26121,14,1099,-4501,0,1
26122,38,3804,-21952,40000,0
26124,1,218,-30,0,0
26125,48,8179,-19610,20000,0
26126,47,9155,-20510,0,0
26128,18,1524,-7760,7000,0
26129,12,1449,-2840,0,1
26131,18,1751,-6010,6000,1
26132,22,6444,-17880,10000,0
26134,52,13190,-46556,33000,0
26135,15,5982,-10020,10000,0
26136,13,5114,-8490,10000,0
26137,47,10377,-22787,20000,0
26138,35,6549,-21002,10000,0
26139,27,11589,-13387,10000,0
26140,39,3316,-20612,30000,0
26141,59,4471,-24782,20000,0
26147,40,2733,-19893,40000,0
26148,36,8569,-16334,25000,0
26149,30,2397,-14176,16000,0
26154,111,32125,-35439,50000,1
26158,26,4442,-20673,20000,0
26160,29,4259,-14789,10000,0
26176,22,5247,-18220,20000,0
26178,76,24322,-53980,50000,0
26186,60,8215,-34323,30000,0
26189,33,4621,-24268,25000,0
26194,33,4271,-15589,10000,0
26196,37,8545,-26068,20000,0
26204,32,6074,-2019,0,1
26208,50,11870,-14929,20000,1
26210,33,3643,-15394,15000,0
26232,41,6534,-10813,0,1
26236,39,6745,-24095,10000,0
26254,13,4276,-8357,0,0
26265,35,6504,-21734,30000,0
26269,40,4823,-27239,29000,0
26277,34,9911,-20946,10000,0
26280,50,8593,-35749,30000,0
26301,56,9723,-34255,30000,0
26307,29,3564,-11080,10000,1
26310,21,5808,-12150,0,0
26312,50,8491,-26969,27000,0
26318,19,16811,-14418,0,0
26321,17,5627,-9898,10000,0
26323,15,4709,-9840,10000,0
26324,4,2090,-4100,0,0
26329,50,9290,-29885,30000,0
26337,20,4828,-10340,10000,0
26338,32,3993,-11646,12000,1
26345,50,5223,-16571,10000,1
26350,76,11686,-34757,20000,0
26364,66,6504,-47150,50000,0
26365,42,15684,-25060,30000,0
26370,46,8509,-32371,30000,0
26372,102,5927,-57325,40000,0
26374,43,6068,-8299,10000,1
26375,36,6175,-31930,20000,0
26376,8,2573,-2900,0,0
26377,3,288,-550,0,0
26378,42,8317,-23480,24000,0
26379,30,5582,-14240,10000,0
26380,39,6128,-19646,20000,0
26381,101,5492,-73402,70000,0
26382,21,2646,-10200,10000,0
26384,41,12874,-39710,10000,0
26385,81,13542,-43630,50000,0
26387,62,5334,-40384,30000,0
26389,17,4903,-9351,10000,0
26391,54,5794,-21627,20000,0
26392,21,2302,-5869,5000,1
26393,37,6361,-18397,20000,0
26395,41,10842,-24570,20000,0
26396,11,9459,-11213,0,0
26397,24,6961,-6106,10000,1
26398,48,11526,-24571,20000,0
26399,50,4094,-18339,10000,1
26402,27,9950,-14977,20000,0
26415,42,6398,-26028,10000,0
26418,20,6603,-11997,20000,0
26420,50,17673,-24496,0,0
26432,38,9015,-27150,10000,0
26433,80,15340,-27356,30000,1
26482,62,3882,-32585,30000,0
26489,46,8783,-16916,0,1
26492,30,4055,-14520,10000,0
26495,65,4488,-15740,15000,1
26498,44,12320,-27143,20000,0
26508,78,44509,-44614,30000,0
26529,55,5017,-19707,20000,1
26531,43,6615,-16401,10000,1
26540,49,8257,-39342,20000,0
26542,28,4692,-14880,10000,0
26555,85,4328,-31598,25000,1
26575,40,5637,-19830,21000,0
26576,77,3207,-34953,36000,0
26578,37,3717,-13556,6000,1
26582,57,7978,-25773,20000,0
26583,12,966,-5030,0,0
26585,52,5165,-34637,30000,0
26588,13,5141,-5122,0,1
26591,31,8758,-20830,10000,0
26614,39,7919,-25006,10000,0
26628,11,2336,-4356,0,1
26631,86,11560,-39815,35000,0
26632,26,4015,-16718,15000,0
26643,51,3857,-17991,17000,1
26644,27,10388,-18320,20000,0
26657,30,4721,-12690,20000,0
26658,53,8796,-29608,10000,0
26659,16,3712,-11574,5000,0
26660,18,5892,-9130,10000,0
26673,38,8843,-22361,20000,0
26674,16,4297,-11043,15000,0
26675,54,62054,-55064,0,0
26678,24,14673,-18099,0,0
26685,31,16558,-20440,30000,0
26687,11,4271,-9850,0,0
26689,95,6348,-31467,24000,1
26690,44,6058,-16973,10000,1
26700,34,11357,-19981,20000,0
26701,19,4530,-4431,0,1
26710,20,4450,-16403,10000,0
26715,30,4631,-16075,10000,0
26722,46,9735,-26159,20000,0
26724,51,12787,-25194,10000,0
26732,1,340,-600,0,0
26736,38,3730,-24760,50000,0
26739,41,11743,-20674,25000,0
26748,18,3277,-12150,5000,0
26753,25,9529,-8505,5000,1
26756,69,7152,-33115,27000,0
26759,42,13704,-36480,70000,0
26777,48,13466,-42228,20000,0
26778,76,7509,-20490,30000,1
26780,27,8326,-17812,0,0
26817,64,9621,-42107,20000,0
26829,28,4766,-13566,10000,0
26839,33,1453,-12965,13000,1
26840,23,3790,-17195,18000,0
26842,27,4643,-23910,20000,0
26843,24,765,-7719,8000,1
26845,17,6205,-14748,18000,0
26846,9,2657,-4573,0,0
26849,74,3248,-15593,10000,1
26850,26,3103,-11308,5000,0
26852,8,1950,-6594,5000,0
26853,22,7486,-13261,0,0
26856,3,1392,-1590,0,0
26857,35,5617,-26410,25000,0
26858,34,2286,-14769,12000,0
26860,68,6481,-33500,20000,0
26861,20,9511,-18324,0,0
26863,47,8598,-23808,20000,0
26864,16,5024,-9882,10000,0
26865,66,10046,-33465,30000,0
26868,36,35459,-22440,50000,0
26869,52,5050,-23788,20000,0
26877,54,12955,-25260,40000,0
26879,4,866,-2460,0,0
26905,39,4736,-27660,20000,0
26906,33,3235,-16133,15000,0
26908,54,8127,-30086,30000,0
26917,6,4276,-7080,0,0
26933,5,12609,-2950,0,0
26939,66,12100,-34424,10000,0
26953,2,2600,-40,0,0
26956,41,4795,-16071,10000,1
26961,46,6773,-24408,20000,0
26966,76,4608,-35095,31000,0
26975,49,7861,-26905,0,0
26981,35,4953,-14257,10000,0
26993,46,5084,-18188,20000,1
26999,15,1024,-5120,5000,1
27005,31,7504,-22680,20000,0
27006,11,3987,-3988,0,1
27025,11,4449,-8340,0,0
27031,56,5027,-27761,20000,0
27038,20,6989,-12060,10000,0
27039,52,5036,-15565,20000,1
27078,49,7328,-21903,10000,0
27088,42,16040,-54790,50000,0
27091,22,5778,-15226,10000,0
27094,59,6746,-27241,22000,0
27096,24,4910,-11974,10000,0
27101,19,14352,-5150,0,1
27103,29,7323,-18139,10000,0
27104,31,4516,-14910,10000,0
27130,34,8171,-19924,10000,0
27134,4,172,-390,0,0
27155,10,4672,-7560,0,0
27162,26,3632,-9814,10000,1
27177,62,4575,-21138,20000,1
27287,55,5901,-46359,50000,0
27344,50,5007,-28540,25000,0
27414,35,4388,-19364,10000,0
27421,68,15326,-39094,30000,0
27422,40,4690,-20933,20000,0
27424,86,3831,-33992,65000,1
27425,52,8518,-32578,20000,0
27427,55,5150,-21529,25000,1
27428,22,6047,-12106,20000,0
27429,49,9090,-30396,30000,0
27430,17,4477,-10344,10000,0
27431,60,4641,-29409,31000,0
27433,25,5701,-9200,10000,1
27437,21,3467,-13108,10000,0
27438,2,190,-1000,0,0
27440,13,5772,-11810,15000,0
27441,22,4099,-14800,15000,0
27442,14,993,-3357,2000,1
27443,2,368,-210,5000,0
27444,41,4180,-19795,10000,0
27445,20,5674,-10359,0,0
27446,34,5049,-16257,22000,0
27448,1,17472,-600,0,0
27449,42,4389,-19130,30000,0
27450,22,7097,-4164,0,1
27452,31,2735,-13568,14000,0
27453,55,7662,-31214,30000,0
27454,16,4829,-10740,10000,0
27455,17,5119,-9266,10000,0
27457,42,6115,-19367,20000,0
27459,37,15688,-14873,0,0
27461,11,3408,-4679,0,0
27462,40,21396,-34088,0,0
27463,36,30794,-31673,0,0
27465,41,6483,-24679,20000,0
27466,67,20432,-80350,85000,0
27469,58,13912,-35373,40000,0
27470,2,4608,-3000,6000,0
27487,45,6646,-18383,10000,0
27504,16,4837,-8395,10000,0
27523,20,4043,-8280,0,0
27530,38,12625,-24547,8000,0
27541,27,6759,-12890,0,0
27579,21,15845,-12095,20000,0
27592,33,16272,-23600,0,0
27627,4,2872,-4400,5000,0
27647,25,8353,-15258,0,0
27665,16,2448,-4670,0,1
27667,7,850,-4190,0,0
27671,14,3242,-5587,0,1
27678,27,12711,-23570,0,0
27688,1,8032,-900,0,0
27692,9,3663,-8750,0,0
27731,83,13803,-54983,70000,0
27732,31,8840,-20235,0,0
27736,20,3556,-17270,17000,0
27737,4,1372,-2400,2000,0
27739,68,4425,-22990,24000,1
27756,65,9489,-29097,30000,0
27771,51,7707,-26532,10000,0
27785,11,859,-1035,0,1
27789,52,3366,-14918,15000,1
27797,19,14688,-25910,20000,0
27810,24,6121,-9600,10000,0
27837,9,6691,-6107,0,0
27846,2,628,-750,1000,0
27851,38,17752,-28971,30000,0
27876,31,5510,-17332,17000,0
27967,48,12169,-29423,30000,0
27977,43,12252,-27408,30000,0
27981,18,6710,-9978,10000,0
27985,8,2385,-1358,0,0
28049,39,5459,-30070,30000,0
28081,59,6296,-37785,30000,0
28117,5,901,-620,0,0
28171,25,8820,-20389,20000,0
28183,10,1247,-1723,0,0
28215,11,2207,-2171,0,1
28227,60,10223,-39073,40000,0
28241,36,3540,-12280,30000,1
28293,2,184,-40,0,0
28294,31,6413,-24924,10000,0
28326,50,5616,-22571,20000,0
28330,1,1623,-1000,0,0
28335,36,7172,-27791,20000,0
28344,36,5009,-17312,30000,0
28347,37,7064,-27214,35000,0
28349,59,6160,-25960,15000,0
28371,70,18792,-40007,35000,0
28374,64,7576,-29090,11000,0
28422,22,5118,-16360,5000,0
28429,26,2944,-20314,21000,0
28436,44,4541,-18603,20000,0
28447,41,10482,-13972,20000,1
28457,78,19226,-69444,70000,0
28474,46,9014,-17853,0,1
28484,43,17946,-25927,30000,0
28494,26,13165,-15222,0,0
28500,49,8321,-20388,20000,0
28504,60,4013,-39810,80000,0
28505,22,2216,-11785,6000,0
28510,69,15031,-42674,50000,0
28512,51,5189,-26219,35000,0
28514,20,4982,-9800,10000,0
28515,40,6170,-17522,10000,0
28518,82,6059,-23405,25000,1
28519,18,6319,-13154,0,0
28521,42,4001,-18499,35000,0
28522,39,19003,-22039,0,0
28523,31,1829,-7942,6000,1
28524,18,4982,-7807,10000,0
28525,26,6840,-12205,20000,0
28526,40,5398,-16954,10000,0
28528,62,11753,-40978,40000,0
28530,60,7588,-32254,35000,0
28531,46,10152,-27774,30000,0
28534,53,4850,-22303,18000,0
28537,63,5479,-26166,25000,0
28540,43,9732,-22347,30000,0
28542,55,3886,-24637,50000,0
28543,11,3146,-4874,10000,0
28544,14,2531,-4939,0,1
28545,56,4169,-30827,29000,0
28549,8,3093,-3122,5000,0
28550,24,1919,-6069,5000,1
28551,31,1175,-4565,4000,1
28555,1,395,-270,0,0
28557,5,1280,-4105,4000,0
28558,29,3607,-17593,17000,0
28559,12,1283,-902,0,1
28563,43,5473,-13017,15000,1
28565,2,158,-276,0,0
28567,22,2103,-9808,8000,0
28568,40,4304,-13804,15000,1
28572,32,3269,-7885,6000,1
28573,41,4479,-18160,15000,0
28574,8,3679,-3080,0,0
28575,27,4085,-7295,0,1
28577,11,2452,-4620,0,0
28579,30,3566,-13481,5000,0
28581,86,7629,-35550,25000,0
28582,117,5121,-39187,42000,1
28583,25,3060,-12799,12000,0
28584,38,4886,-18130,20000,0
28586,59,3507,-18244,11000,1
28588,15,4166,-9120,0,0
28589,15,1664,-5005,6000,1
28593,18,1457,-3782,0,1
28595,52,4661,-19926,20000,1
28597,12,2074,-3267,0,1
28602,80,7119,-28497,10000,1
28603,50,3088,-20520,15000,0
28605,16,969,-3591,2000,1
28613,33,3356,-17955,12000,0
28614,8,2204,-3253,0,0
28615,25,5076,-11149,10000,0
28616,72,2931,-8878,2000,1
28617,29,4007,-8766,7000,1
28618,11,1283,-5528,5000,0
28619,14,6163,-10498,0,0
28620,31,5049,-15122,10000,0
28621,60,6955,-28141,30000,0
28626,20,1720,-5287,5000,1
28629,22,1022,-6036,6000,1
28630,67,3109,-19377,21000,1
28631,29,12116,-16851,10000,0
28633,31,4798,-12186,10000,1
28635,12,669,-1409,1000,1
28639,25,8731,-12603,0,0
28640,42,3360,-17795,19000,0
28641,63,4194,-16573,11000,1
28643,14,2764,-5299,5000,1
28647,37,5268,-17162,12000,0
28648,2,10126,-800,10000,0
28649,43,5996,-26790,30000,0
28651,12,6993,-7530,16000,0
28652,14,2608,-6055,6000,0
28653,2,5735,-975,0,0
28655,28,5494,-13392,11000,0
28657,6,14198,-6400,0,0
28659,56,4365,-17506,20000,1
28661,103,4664,-42982,36000,0
28662,47,1847,-16247,14000,1
28664,13,1561,-5751,7000,0
28666,39,4884,-10762,10000,1
28667,12,4724,-7570,10000,0
28671,55,2303,-11947,7000,1
28677,6,1597,-2289,0,0
28679,12,648,-1526,1000,1
28682,69,4925,-18877,17000,1
28685,44,3985,-13708,10000,1
28686,41,2907,-7540,3000,1
28687,10,3001,-5074,8000,0
28688,4,347,-281,0,0
28689,26,2030,-10341,7000,1
28692,41,12201,-17822,20000,0
28694,40,3639,-15215,11000,1
28698,19,596,-3382,2000,1
28700,4,59,-660,0,0
28702,2,1227,-550,0,0
28704,11,2898,-4405,2000,0
28705,21,2025,-5788,6000,1
28706,34,4899,-25540,20000,0
28707,54,3395,-25937,28000,0
28708,12,921,-4227,4000,1
28711,17,2940,-4700,0,1
28712,18,6588,-4242,0,1
28714,23,3546,-7284,0,1
28716,103,7905,-35815,20000,1
28718,18,8779,-2418,0,1
28719,65,11080,-16652,10000,1
28721,35,4313,-14883,20000,0
28722,18,2672,-3997,0,1
28723,22,1440,-7598,4000,1
28724,22,4625,-4921,0,1
28725,33,5351,-7349,0,1
28727,15,5212,-9500,10000,0
28730,12,637,-4203,0,1
28731,23,1702,-7247,5000,1
28734,119,3385,-32563,25000,1
28735,4,1808,-2010,0,0
28736,17,2053,-4912,5000,1
28740,43,11861,-24409,10000,0
28741,22,4106,-8841,0,0
28742,37,4649,-20142,20000,0
28743,39,2370,-8813,7000,1
28744,31,2262,-2347,0,1
28749,37,3880,-12474,13000,1
28751,17,5355,-11700,2000,0
28752,25,6072,-6032,10000,1
28756,28,4520,-8333,13000,1
28758,33,13689,-8192,0,1
28759,12,1515,-2390,0,1
28762,30,3161,-6990,7000,1
28763,80,4094,-17842,15000,1
28764,33,3804,-13343,5000,0
28765,57,4881,-14424,10000,1
28767,29,4711,-15683,15000,0
28769,22,2641,-11871,13000,0
28770,83,15044,-35175,30000,0
28771,14,1596,-2718,1000,1
28773,27,15483,-12596,10000,0
28774,20,7495,-9566,10000,0
28775,14,9327,-9640,0,0
28776,32,10799,-23264,20000,0
28782,30,9538,-20230,25000,0
28783,26,3599,-17200,17000,0
28784,43,25533,-24861,0,0
28785,51,5440,-13727,10000,1
28786,17,5716,-7573,5000,0
28788,42,5875,-36474,30000,0
28790,10,2352,-5610,0,0
28794,42,17616,-29441,30000,0
28795,34,5737,-21490,20000,0
28798,40,6973,-21637,30000,0
28800,28,6245,-24976,20000,0
28803,59,8011,-24493,30000,0
28804,24,3713,-14990,10000,0
28808,8,470,-681,0,0
28809,27,21273,-10221,0,1
28810,32,6737,-13131,0,0
28811,38,19293,-22566,0,0
28813,44,6253,-20626,20000,0
28814,72,4449,-24562,20000,1
28815,47,3406,-18345,18000,1
28817,29,14528,-18514,0,0
28818,1,15,-150,0,0
28819,43,7133,-21674,10000,0
28823,34,9700,-24783,20000,0
28824,3,4879,-1760,0,0
28825,15,1040,-1511,0,1
28827,44,4668,-25590,25000,0
28828,44,6092,-18124,10000,0
28829,14,2546,-4550,0,1
28831,17,4868,-9990,10000,0
28832,19,3471,-10007,10000,0
28833,29,3277,-15073,15000,0
28834,54,16559,-32199,30000,0
28835,7,4417,-1294,10000,0
28837,41,4777,-17062,15000,0
28846,47,4920,-24480,20000,0
28847,7,4321,-3380,0,0
28848,48,4554,-21446,20000,0
28850,35,4852,-13834,10000,1
28852,4,218,-246,0,0
28855,61,5287,-19615,20000,1
28856,44,3078,-17896,15000,0
28857,50,5746,-28592,25000,0
28859,9,5827,-6430,0,0
28861,73,5082,-13541,10000,1
28862,18,5330,-11480,10000,0
28866,21,4329,-15930,15000,0
28869,72,6493,-21043,20000,1
28870,43,15473,-23493,30000,0
28872,71,4422,-22443,21000,1
28873,66,7737,-27987,30000,0
28874,15,17915,-4766,30000,1
28876,23,5336,-10962,10000,0
28877,75,11249,-35554,30000,0
28878,48,32193,-27214,20000,0
28879,17,5498,-12379,0,0
28880,29,3252,-13950,10000,0
28881,72,5111,-31917,30000,0
28882,27,10989,-18123,0,0
28883,31,4015,-12476,10000,0
28884,66,10384,-32450,40000,0
28885,3,674,-359,0,0
28887,28,4514,-8570,0,1
28888,59,5951,-22297,15000,1
28889,20,4564,-9920,0,0
28890,33,9690,-5242,0,1
28891,40,10142,-19103,20000,0
28892,33,3876,-17005,10000,0
28893,36,4988,-21245,20000,0
28894,22,25506,-6178,0,1
28896,67,5833,-21306,20000,1
28897,1,167,-600,0,0
28899,20,9565,-12160,0,0
28900,28,5910,-18080,10000,0
28901,52,9062,-24323,10000,0
28902,48,6077,-24204,0,0
28904,77,63874,-28329,50000,1
28905,54,8947,-25166,20000,0
28906,41,10876,-25360,20000,0
28908,45,4348,-26487,20000,0
28911,78,11486,-33963,20000,0
28913,33,6048,-18039,20000,0
28914,15,6409,-7840,10000,0
28915,37,7490,-16011,10000,0
28918,41,18797,-21017,30000,0
28920,46,6392,-17030,10000,1
28922,53,7183,-22766,10000,0
28923,9,1440,-2280,0,0
28924,76,4924,-33104,25000,0
28925,15,2811,-6658,0,0
28926,68,7693,-28623,27000,0
28927,54,5455,-25377,35000,0
28928,60,5250,-26201,20000,0
28929,20,4570,-11730,10000,0
28932,70,7996,-18302,10000,1
28933,48,2945,-21237,15000,0
28934,28,4967,-20120,20000,0
28937,31,5632,-21810,5000,0
28938,34,6148,-16442,20000,0
28940,61,6328,-29187,30000,0
28941,55,6682,-27831,30000,0
28944,9,1167,-1692,0,0
28946,60,7143,-25341,30000,0
28947,73,4517,-24691,25000,1
28950,55,8965,-15108,0,1
28951,43,8337,-29742,35000,0
28952,47,8491,-23394,20000,0
28953,56,4827,-20719,12000,1
28954,24,6294,-10670,0,0
28955,41,6935,-19261,10000,0
28956,39,5437,-13399,10000,1
28959,33,3700,-18830,19000,0
28960,31,4240,-13078,20000,0
28962,7,6651,-4078,0,0
28964,39,3471,-19184,15000,0
28965,27,4965,-8890,10000,1
28967,28,3721,-17823,15000,0
28971,59,3451,-25200,25000,0
28974,41,5174,-23258,25000,0
28975,23,4332,-9913,10000,0
28976,48,3826,-17312,15000,1
28977,32,6559,-17112,10000,0
28978,67,12217,-35990,40000,0
28979,47,4398,-19900,20000,0
28980,23,4491,-7557,0,1
28981,34,15070,-5113,0,1
28982,19,2187,-8256,9000,0
28983,37,4118,-11527,11000,1
28984,10,532,-2634,0,0
28985,25,3986,-8542,10000,1
28987,65,6183,-27884,30000,0
28988,76,5527,-32758,33000,0
28990,28,5040,-19595,20000,0
28992,79,4794,-25926,20000,1
28993,44,4302,-22240,15000,0
28995,43,5358,-19802,20000,0
28999,53,13909,-31560,30000,0
29001,66,40360,-36948,0,0
29002,36,20122,-36790,40000,0
29004,41,5133,-28918,35000,0
29007,48,8802,-27837,20000,0
29008,50,16364,-29917,20000,0
29009,30,14476,-22730,20000,0
29012,21,3911,-11753,10000,0
29014,63,4690,-31579,30000,0
29015,20,5344,-10925,15000,0
29016,36,5040,-22045,30000,0
29017,27,9178,-18610,10000,0
29022,46,4740,-21003,20000,0
29023,5,1215,-3100,0,0
29024,31,6500,-12804,20000,0
29025,6,1505,-2910,0,0
29026,61,10311,-45401,30000,0
29027,54,7491,-26123,20000,0
29029,94,10386,-54757,50000,0
29032,39,6649,-24546,30000,0
29034,65,4124,-24360,16000,1
29036,32,3432,-17866,15000,0
29037,34,4552,-15612,18000,0
29039,76,6429,-32400,35000,0
29040,47,3582,-19177,17000,0
29041,106,19573,-28094,10000,1
29042,50,4173,-21735,25000,0
29043,75,11259,-33356,13000,0
29045,42,11892,-16366,20000,1
29047,64,5773,-18800,20000,1
29048,27,4518,-15427,10000,0
29049,30,9275,-15340,10000,0
29050,43,6047,-23926,20000,0
29051,54,13262,-32003,40000,0
29053,26,5763,-14113,10000,0
29054,29,5705,-19130,20000,0
29056,25,2875,-13826,7000,0
29057,74,14514,-28436,40000,1
29058,38,5686,-19097,20000,0
29059,54,6298,-25254,30000,0
29060,61,14209,-50127,50000,0
29061,32,3719,-17479,19000,0
29063,10,2786,-7630,0,0
29064,29,9508,-26690,30000,0
29065,39,9105,-19773,20000,0
29066,20,3776,-9182,0,0
29067,58,3518,-27308,55000,0
29069,29,11493,-18781,20000,0
29070,57,5693,-24924,30000,0
29074,5,5223,-3880,0,0
29078,34,7139,-21187,20000,0
29079,43,12175,-40640,40000,0
29080,59,12093,-24536,20000,0
29082,49,4519,-24756,20000,0
29083,37,1716,-10607,12000,1
29084,35,4129,-11005,10000,1
29085,39,4539,-19650,10000,0
29086,56,5149,-21062,22000,1
29093,58,4515,-12383,13000,1
29096,33,3861,-11085,10000,1
29098,38,5752,-17911,20000,0
29099,50,10970,-21907,0,0
29100,68,7503,-29929,20000,0
29101,35,4345,-29990,30000,0
29102,53,4379,-26390,22000,0
29103,41,5498,-18528,20000,0
29104,38,7675,-20570,20000,0
29105,53,8217,-30387,30000,0
29106,78,4774,-29409,20000,1
29107,43,9376,-29456,30000,0
