name,times,balance,allPay,invest,y
51023,14,5861,-9676,10000,0
51025,34,5619,-15148,10000,0
51029,41,4350,-15952,15000,1
51030,88,6811,-36142,20000,0
51031,19,9612,-7863,0,0
51032,37,13974,-16347,20000,0
51037,44,4636,-22463,20000,0
51040,40,19737,-26057,30000,0
51041,56,12882,-33976,50000,0
51043,32,6321,-15356,20000,0
51045,10,679,-1752,0,0
51047,1,386,-10,0,0
51052,52,9135,-36377,30000,0
51053,41,12271,-21312,20000,0
51057,58,5138,-28820,30000,0
51059,52,8136,-22017,30000,0
51060,75,6424,-24861,25000,1
51061,32,11463,-21392,0,0
51062,15,4732,-11784,10000,0
51066,26,4341,-10062,10000,1
51067,27,6043,-13190,10000,0
51070,13,1732,-2202,0,1
51071,4,1621,-4890,0,0
51072,88,6988,-20878,20000,1
51073,85,4529,-29139,20000,1
51078,2,7537,-1800,0,0
51084,28,5185,-16036,15000,0
51101,7,2346,-3849,0,0
51102,12,2215,-5236,5000,0
51104,8,503,-881,0,0
51109,35,3073,-13761,12000,1
51111,51,6532,-29190,20000,0
51112,52,11480,-30964,40000,0
51117,38,4962,-19560,20000,0
51126,3,7714,-215,0,0
51128,65,10230,-23939,20000,1
51129,1,4130,-13,0,0
51130,64,20919,-50130,60000,0
51131,30,6107,-18564,15000,0
51133,67,8209,-28979,30000,0
51134,48,5509,-18277,20000,1
51135,43,5602,-17853,10000,0
51137,24,22485,-16286,0,0
51138,21,5325,-11544,0,0
51139,56,10504,-18873,20000,1
51140,71,5893,-29646,30000,0
51141,11,7922,-6292,10000,0
51143,108,6555,-24732,17000,1
51147,66,5093,-32326,30000,0
51148,26,4923,-11066,10000,0
51149,25,12323,-12410,20000,0
51151,5,18533,-1340,0,0
51152,53,14743,-33468,40000,0
51153,12,14566,-6880,0,0
51154,27,4528,-20322,20000,0
51155,1,145,-18,0,0
51156,9,594,-409,0,0
51157,9,10484,-5123,0,0
51158,15,2954,-4027,0,1
51160,58,4069,-16236,10000,1
51161,6,772,-2490,2000,0
51163,64,18251,-39297,0,0
51165,47,5586,-29040,25000,0
51166,69,6077,-33882,40000,0
51168,25,3773,-8304,0,1
51172,39,9443,-19692,20000,0
51173,13,2360,-4452,5000,1
51174,55,12043,-21763,20000,1
51175,12,5176,-2262,0,1
51177,1,5926,-1260,0,0
51179,13,2006,-11450,0,0
51180,2,13279,-2910,0,0
51181,78,15075,-43257,40000,0
51183,42,7506,-13245,20000,1
51184,2,5255,-1400,0,0
51188,2,4891,-238,0,0
51189,21,4626,-17920,18500,0
51191,2,2593,-400,0,0
51194,96,4706,-61215,60000,0
51195,24,10805,-6839,10000,1
51197,6,18312,-3299,20000,0
51198,29,3879,-14013,10000,0
51201,9,770,-1084,0,0
51202,27,2548,-8217,2000,1
51203,7,2376,-5010,5000,0
51205,47,4497,-21575,17000,0
51206,3,1426,-890,2000,0
51207,39,5321,-19904,10000,0
51209,27,4096,-8782,10000,1
51210,48,3330,-17285,12000,1
51212,11,5594,-7810,0,0
51213,5,1686,-606,0,0
51214,50,4060,-15309,15000,1
51219,25,14553,-20880,0,0
51220,17,1857,-4739,0,1
51222,13,7216,-7330,10000,0
51227,20,1768,-1845,3000,1
51230,15,9926,-19100,20000,0
51232,11,4254,-3198,0,1
51234,54,11008,-28670,4000,0
51235,8,2208,-6847,0,0
51238,49,4905,-30010,30000,0
51255,108,21422,-55136,30000,0
51256,19,5320,-8261,10000,0
51262,54,6768,-34111,30000,0
51264,2,1502,-3000,3000,0
51265,18,2628,-6628,5000,1
51266,27,3960,-15830,15000,0
51268,58,5012,-35154,30000,0
51273,21,6499,-11840,0,0
51274,2,458,-900,0,0
51275,6,1740,-3600,3000,0
51276,4,6936,-1237,0,0
51277,35,9351,-25580,20000,0
51278,69,57362,-43154,70000,0
51279,28,5721,-15490,5000,0
51280,45,5754,-25566,20000,0
51282,58,9368,-28322,30000,0
51284,29,1795,-8203,7000,1
51286,35,6050,-21290,20000,0
51288,6,1799,-3106,0,0
51289,2,18934,-1410,0,0
51290,27,4815,-10320,10000,1
51292,5,958,-988,0,0
51293,48,13509,-27960,0,0
51294,26,7797,-19000,5000,0
51295,36,4911,-20001,15000,0
51298,17,5948,-6177,10000,1
51299,29,4718,-4828,5000,1
51300,33,10200,-20614,0,0
51301,2,727,-650,0,0
51303,31,9176,-16976,10000,0
51306,46,23131,-24620,0,0
51307,53,4732,-15072,5000,1
51308,1,50,-30,0,0
51322,9,1457,-2680,0,0
51323,25,5631,-21700,20000,0
51327,17,4684,-11980,5000,0
51329,3,2887,-420,3000,0
51330,14,3123,-7892,6000,0
51332,14,1933,-5127,4000,1
51333,28,4751,-16680,15000,0
51335,12,1796,-5240,5000,0
51339,47,16536,-32100,30000,0
51340,24,3838,-8800,0,1
51342,24,9480,-7019,0,1
51343,37,11550,-21709,10000,0
51344,50,6710,-20139,20000,0
51345,75,7166,-45872,40000,0
51346,2,776,-1600,0,0
51365,23,5158,-9640,10000,0
51383,79,8932,-29065,10000,1
51389,12,3650,-8580,0,0
51391,69,7886,-22760,20000,1
51392,85,6906,-27380,20000,1
51393,34,4905,-19965,0,0
51396,19,10469,-20500,20000,0
51397,49,5813,-28241,30000,0
51401,35,5510,-19637,20000,0
51403,24,10236,-2993,20000,1
51406,18,5067,-8700,10000,0
51407,20,1291,-4116,0,1
51408,27,8843,-18495,0,0
51411,1,251,-270,0,0
51412,22,13716,-15746,20000,0
51413,40,12314,-23912,0,0
51414,1,772,-190,0,0
51415,38,7228,-30300,30000,0
51416,20,5422,-7761,10000,1
51417,18,4766,-10710,10000,0
51418,8,1402,-3273,2000,0
51420,54,38533,-27279,0,0
51421,15,13813,-10470,0,0
51422,36,8719,-31050,10000,0
51423,28,8137,-25190,10000,0
51424,21,5579,-12042,10000,0
51425,38,18953,-20448,0,0
51427,13,5054,-11803,0,0
51428,52,7218,-26582,20000,0
51432,4,13192,-2960,0,0
51433,78,5368,-35582,40000,0
51434,57,8916,-31240,30000,0
51435,47,15670,-35908,40000,0
51436,33,13859,-17128,0,0
51437,47,10618,-29960,10000,0
51438,38,13922,-23495,0,0
51440,36,6825,-29813,20000,0
51441,41,4831,-29740,29000,0
51442,8,418,-387,0,0
51444,57,9029,-34348,20000,0
51445,32,4041,-21229,20000,0
51447,2,2440,-800,0,0
51449,58,15835,-28560,0,0
51450,34,11255,-29400,10000,0
51453,27,2843,-10607,0,1
51454,25,14211,-19264,0,0
51459,5,4404,-2190,0,0
51460,19,2775,-9921,10000,0
51461,37,13126,-28260,0,0
51462,17,24395,-16538,30000,0
51463,5,2535,-4310,5000,0
51466,16,1605,-4188,0,1
51467,108,5653,-18074,10000,1
51470,30,8073,-19202,20000,0
51473,47,12180,-24615,0,0
51476,14,7199,-5435,10000,1
51482,18,5665,-10247,10000,0
51489,86,11700,-45340,40000,0
51500,24,5194,-12697,10000,0
51502,30,3305,-17188,15000,0
51504,2,928,-535,0,0
51512,3,3054,-247,0,0
51514,22,5417,-9055,10000,0
51517,19,14136,-10911,20000,0
51519,30,8098,-22283,10000,0
51549,44,14865,-23861,30000,0
51554,49,4715,-31888,35000,0
51558,38,6092,-21152,15000,0
51573,1,208,-570,0,0
51608,9,1618,-2911,3000,0
51613,3,8862,-4530,10000,0
51614,16,984,-2664,0,1
51621,7,1975,-4119,5000,0
51624,41,11610,-16440,20000,0
51626,21,8985,-12155,10000,0
51628,50,9393,-34944,45000,0
51629,60,8558,-41890,50000,0
51630,28,3042,-16350,8000,0
51631,42,5463,-19661,17000,0
51632,1,494,-1200,0,0
51633,69,12157,-46746,17000,0
51634,2,517,-172,0,0
51635,56,3976,-28336,26000,0
51637,69,4638,-31925,25000,0
51638,49,6287,-24896,20000,0
51639,42,7009,-20781,20000,0
51640,44,8826,-28080,20000,0
51641,44,273440,-45590,0,0
51648,22,5717,-9489,10000,0
51649,33,5655,-23322,20000,0
51651,36,9765,-18074,10000,0
51671,10,2369,-4760,5000,0
51682,89,5130,-23004,30000,1
51683,16,23463,-8650,0,0
51685,3,1051,-2350,0,0
51687,37,4425,-20797,20000,0
51688,63,6034,-40889,16000,0
51689,110,7706,-34595,15000,1
51690,47,5469,-50040,35000,0
51692,63,6479,-27602,12000,0
51695,24,4422,-11573,5000,0
51697,62,17871,-35969,0,0
51698,41,7975,-27737,22000,0
51699,33,16715,-25380,0,0
51700,30,3527,-16685,17000,0
51701,49,5312,-26412,15000,0
51702,24,5278,-13113,11000,0
51707,30,7602,-22750,10000,0
51709,1,57,-30,0,0
51711,55,5554,-18479,25000,1
51713,15,9875,-17610,0,0
51714,18,2021,-5343,5000,1
51715,18,2721,-11628,5000,0
51716,39,1861,-20021,15000,0
51717,44,5561,-20976,20000,0
51720,28,8920,-11184,0,1
51725,34,4817,-20964,20000,0
51728,62,5209,-33013,31000,0
51733,68,12177,-34350,20000,0
51747,34,41681,-26650,0,0
51750,8,1935,-4710,5000,0
51751,54,5335,-20569,10000,1
51753,9,7667,-4740,0,0
51754,35,5087,-19390,10000,0
51755,46,10424,-31433,30000,0
51756,43,16115,-23645,0,0
51758,30,5470,-18583,10000,0
51759,30,4385,-13624,10000,0
51765,54,8350,-49420,40000,0
51767,35,5157,-21276,10000,0
51773,62,5510,-22097,20000,1
51782,11,2587,-2118,5000,1
51784,39,4980,-17834,10000,0
51785,1,46,-60,0,0
51786,23,5274,-16732,20000,0
51787,45,5993,-30618,20000,0
51788,55,5458,-31461,25000,0
51794,16,1078,-6191,5000,1
51796,35,5883,-23226,30000,0
51797,71,13164,-52138,50000,0
51798,27,6277,-17858,10000,0
51799,51,8187,-30535,20000,0
51804,3,146,-150,0,0
51806,8,6863,-3080,0,0
51807,114,7519,-55771,55000,0
51810,25,4475,-10930,10000,0
51811,49,8407,-33155,20000,0
51812,11,1621,-2843,0,1
51814,79,7767,-34276,33000,0
51819,47,4768,-25794,20000,0
51822,24,4758,-14238,10000,0
51825,21,4385,-10090,10000,0
51826,26,5300,-16700,10000,0
51827,22,4104,-10580,11000,0
51828,11,543,-994,1000,1
51829,28,2142,-6906,7000,1
51830,40,4064,-25239,25000,0
51835,35,6964,-16030,10000,0
51844,36,11422,-39751,10000,0
51845,33,9972,-21745,20000,0
51852,26,1974,-6154,5000,1
51854,61,10691,-39289,40000,0
51860,59,8478,-39002,40000,0
51862,41,7047,-22748,10000,0
51863,62,5334,-27251,20000,0
51866,39,3433,-15050,15000,1
51873,36,4312,-20200,20000,0
51874,18,5765,-11997,20000,0
51875,69,7530,-39561,40000,0
51876,59,8082,-39663,20000,0
51877,23,6007,-14695,10000,0
51878,45,4896,-22261,22000,0
51880,45,3788,-13454,15000,1
51881,12,2256,-8670,0,0
51882,51,4679,-29058,28000,0
51884,21,4771,-12125,10000,0
51886,36,4753,-33952,30000,0
51887,19,5767,-8729,10000,0
51888,54,15829,-22333,10000,0
51889,45,5545,-26375,20000,0
51890,31,7656,-17202,5000,0
51891,58,6110,-28986,30000,0
51892,26,6153,-11807,10000,0
51893,14,8042,-13075,0,0
51895,19,3556,-10060,10000,0
51897,33,2924,-16250,12000,0
51898,53,10423,-40845,30000,0
51901,51,5541,-35371,30000,0
51902,31,13172,-19358,20000,0
51903,12,5170,-10670,10000,0
51905,30,8267,-16380,10000,0
51908,49,14147,-27870,0,0
51909,62,4354,-35303,30000,0
51910,16,5424,-10720,0,0
51911,45,19311,-35144,20000,0
51912,57,8272,-36773,20000,0
51913,31,11304,-17518,40000,0
51916,48,3561,-27498,50000,0
51917,30,9331,-19105,20000,0
51919,25,3842,-12796,20000,0
51921,6,516,-250,0,0
51923,40,7282,-23547,13000,0
51925,23,4927,-14206,10000,0
51927,34,2974,-17421,12000,0
51928,29,2781,-11188,5000,1
51929,15,2863,-6970,10000,0
51931,48,5833,-32556,20000,0
51935,14,1394,-3204,3000,1
51936,54,2833,-20130,15000,1
51938,74,10615,-20926,20000,1
51942,22,6183,-9992,10000,0
51944,48,13770,-27178,30000,0
51948,52,8816,-35389,10000,0
51949,31,3732,-16103,10000,0
51957,25,7298,-14076,10000,0
51970,58,3633,-20900,40000,1
51971,22,1188,-7336,5000,1
51972,59,5305,-15154,35000,1
51974,62,4449,-24115,25000,1
51975,42,16570,-21612,0,0
51979,60,5312,-28833,30000,0
51981,41,5235,-17696,10000,0
51983,44,8473,-27922,20000,0
51986,19,3097,-11263,10000,0
51988,88,7136,-41243,40000,0
51990,60,4293,-17863,20000,1
51991,34,11295,-21501,20000,0
51992,23,4398,-11919,10000,0
51994,34,5137,-18249,0,0
51995,22,8003,-14386,0,0
51996,5,1223,-2097,0,0
51999,21,2002,-13030,8000,0
52002,18,12829,-9871,20000,0
52005,25,6037,-17056,0,0
52006,8,6762,-8260,0,0
52007,1,47,-350,0,0
52008,6,3639,-3550,0,0
52011,41,5345,-16535,10000,0
52012,77,7711,-43021,30000,0
52013,32,3823,-15492,10000,0
52016,27,3253,-14690,10000,0
52028,13,6896,-5241,0,0
52041,36,9548,-18322,20000,0
52042,34,6621,-13446,10000,1
52045,51,5287,-23571,15000,0
52047,62,10659,-38201,30000,0
52048,45,8918,-29857,30000,0
52054,44,9439,-34596,20000,0
52055,41,18479,-24075,0,0
52056,28,4839,-16395,10000,0
52057,65,9099,-33024,30000,0
52058,44,10713,-25913,20000,0
52059,25,23029,-15922,0,0
52061,49,9288,-29394,30000,0
52063,56,17483,-27056,30000,0
52070,68,19539,-21505,30000,1
52071,66,9721,-37543,20000,0
52072,50,4634,-24422,20000,0
52073,32,4719,-17445,6000,0
52074,4,437,-660,0,0
52075,46,9409,-26350,20000,0
52077,86,5039,-36021,40000,0
52078,36,5235,-25405,25000,0
52079,55,4669,-36285,30000,0
52081,40,5175,-14616,14000,1
52085,83,5040,-44706,70000,0
52087,41,11875,-24932,0,0
52089,12,2020,-4706,5000,1
52090,39,15685,-30379,10000,0
52092,41,3290,-22073,45000,0
52093,23,5968,-16549,20000,0
52094,70,5387,-37242,35000,0
52095,31,15624,-22051,0,0
52096,42,6584,-21721,20000,0
52097,39,10126,-18018,10000,0
52098,32,10588,-12490,15000,1
52100,46,15437,-24268,40000,0
52103,18,11625,-14200,0,0
52105,4,4731,-1720,0,0
52106,52,6265,-16453,10000,1
52108,45,8460,-27129,24000,0
52109,37,5019,-16340,12000,0
52110,2,24,-30,0,0
52111,6,5012,-2230,11000,0
52112,36,2969,-12371,4000,1
52113,37,4741,-22560,15000,0
52114,27,6523,-12220,10000,0
52115,39,3049,-19200,11000,0
52118,26,19038,-10877,20000,0
52121,56,8517,-37308,30000,0
52122,16,4589,-7641,10000,0
52124,39,6457,-24605,30000,0
52128,25,3794,-10483,10000,0
52129,67,7104,-35721,16000,0
52130,38,5855,-26121,25000,0
52133,14,5209,-5457,10000,1
52138,45,8406,-30477,20000,0
52139,39,10933,-21362,20000,0
52148,17,6021,-10240,10000,0
52159,14,8794,-8890,0,0
52176,15,5459,-8598,15000,0
52186,59,17376,-35949,30000,0
52195,6,3921,-931,5000,0
52198,55,5788,-21719,20000,1
52201,78,6489,-29278,50000,1
52206,35,10514,-18717,20000,0
52207,27,2962,-8857,7000,1
52218,10,2459,-6190,0,0
52231,31,3651,-11637,10000,1
52232,56,9777,-27865,20000,0
52242,44,4839,-32660,30000,0
52244,75,7776,-28659,25000,1
52248,99,4942,-39899,35000,0
52251,45,12719,-22864,20000,0
52261,20,30799,-5248,0,1
52270,32,7127,-19851,10000,0
52271,72,14616,-35595,30000,0
52276,52,10565,-21485,20000,0
52279,22,15127,-13858,30000,0
52280,82,5142,-34809,30000,0
52294,40,4418,-19660,10000,0
52299,4,252,-170,0,0
52305,8,10600,-4486,0,0
52318,78,7917,-36130,20000,0
52319,11,3846,-1368,0,1
52320,22,3969,-4537,5000,1
52321,39,9880,-23792,10000,0
52322,46,10225,-23168,20000,0
52324,60,11269,-20961,30000,1
52325,46,9523,-28430,30000,0
52326,9,8141,-1332,0,0
52328,37,7723,-13839,0,1
52329,73,12806,-32738,40000,0
52330,43,12691,-37711,20000,0
52331,66,28817,-23627,0,1
52332,33,13174,-12035,0,1
52333,88,18068,-53530,36000,0
52334,41,20457,-20032,0,0
52335,35,4235,-22755,20000,0
52336,48,11146,-40588,40000,0
52338,92,14955,-13369,10000,1
52339,60,25392,-24447,20000,0
52340,61,11812,-30010,20000,0
52343,30,5163,-12129,15000,0
52344,24,26701,-12183,0,0
52345,10,3822,-4710,5000,0
52346,42,16667,-27195,0,0
52348,6,4399,-2780,0,0
52351,43,1903,-16684,9000,1
52353,24,4111,-12306,10000,0
52354,42,6129,-21266,20000,0
52356,46,11316,-45240,20000,0
52359,47,5926,-16310,10000,1
52364,14,1494,-8115,6000,0
52365,2,95,-60,0,0
52366,21,12391,-19251,30000,0
52368,32,4327,-15671,10000,0
52369,28,5219,-21357,10000,0
52372,22,9293,-29310,13000,0
52373,45,5329,-12224,20000,1
52374,95,5718,-26960,30000,1
52375,1,6209,-600,0,0
52376,15,4376,-7760,10000,0
52377,63,24267,-34200,90000,0
52381,28,3428,-6921,5000,1
52384,43,12569,-19779,20000,0
52385,40,11049,-21706,20000,0
52386,46,5759,-9728,10000,1
52390,46,6380,-15500,10000,1
52391,24,8037,-16107,10000,0
52392,57,3350,-24836,22000,0
52393,38,6320,-17934,20000,0
52394,40,9378,-28971,10000,0
52395,34,8698,-23144,20000,0
52396,34,9961,-20510,20000,0
52397,83,4480,-55488,51000,0
52399,40,13805,-28855,20000,0
52402,20,5506,-10660,10000,0
52404,24,6481,-19110,15000,0
52405,30,11782,-21420,0,0
52409,48,11306,-28937,20000,0
52412,37,5598,-28853,30000,0
52415,3,2579,-4340,0,0
52417,14,3340,-7520,0,0
52418,65,4993,-25428,25000,1
52420,24,5281,-11467,10000,0
52421,39,4893,-21634,15000,0
52424,33,6470,-20567,10500,0
52425,44,10822,-33543,50000,0
52426,30,5718,-23805,10000,0
52427,26,4125,-13960,10000,0
52428,12,6010,-5880,10000,0
52429,32,17581,-21247,20000,0
52430,110,12207,-45834,40000,0
52431,28,4607,-15410,20000,0
52432,30,4177,-16602,15000,0
52433,11,1496,-5226,0,0
52436,42,4713,-20318,20000,0
52438,48,6611,-22920,20000,0
52441,20,8311,-16380,0,0
52443,36,11644,-23143,20000,0
52445,35,8721,-24823,20000,0
52446,15,5522,-9506,10000,0
52449,27,4558,-11150,10000,0
52450,58,7934,-22881,10000,1
52451,62,10131,-34715,52000,0
52452,18,5071,-12370,15000,0
52455,11,5982,-27176,10000,0
52458,26,4731,-14337,15000,0
52459,8,12145,-6260,0,0
52460,47,4895,-24985,20000,0
52464,35,14740,-25350,20000,0
52465,37,7153,-23381,15000,0
52466,49,5205,-25951,25000,0
52467,41,17302,-26013,10000,0
52468,33,9156,-21530,20000,0
52471,29,7175,-21720,10000,0
52475,21,7612,-15195,0,0
52477,15,4254,-5920,10000,1
52483,17,12340,-13445,20000,0
52486,83,11585,-45678,30000,0
52490,68,6045,-37412,40000,0
52491,21,9060,-14536,20000,0
52495,41,3583,-15251,30000,1
52497,36,6147,-24830,10000,0
52500,23,3343,-8727,0,1
52504,43,4796,-37291,35000,0
52505,9,5619,-10560,10000,0
52508,31,11781,-14650,20000,0
52509,38,4879,-18179,20000,0
52510,7,1202,-1920,2000,0
52511,71,4780,-28312,10000,1
52512,56,4714,-37516,30000,0
52516,46,5112,-22812,20000,0
52519,24,5476,-16600,10000,0
52521,14,6729,-7136,10000,0
52523,20,5756,-13701,20000,0
52528,36,3741,-19654,10000,0
52532,77,6774,-28060,30000,1
52533,57,9941,-32866,20000,0
52536,25,6104,-14610,0,0
52538,35,4011,-14935,15000,0
52540,24,7866,-13463,10000,0
52543,49,7568,-31102,30000,0
52544,40,9512,-26560,20000,0
52547,101,12875,-64864,60000,0
52548,85,11621,-38530,40000,0
52549,41,3024,-19888,40000,0
52555,28,4653,-18674,20000,0
52557,30,4363,-15541,15000,0
52558,78,11972,-42047,40000,0
52560,42,5527,-28938,20000,0
52561,53,10626,-29868,30000,0
52562,18,4452,-10260,10000,0
52563,13,2266,-5208,0,0
52565,18,6943,-9580,10000,0
52567,60,5652,-26591,25000,0
52568,51,14317,-27387,40000,0
52569,47,12096,-27739,40000,0
52570,33,5780,-18622,20000,0
52571,33,6360,-18173,5000,0
52572,47,2450,-26375,24000,0
52573,14,4588,-9560,10000,0
52574,33,5069,-19808,10000,0
52584,23,4303,-10550,10000,0
52585,20,6099,-10340,0,0
52586,67,5938,-44370,50000,0
52589,46,6777,-11524,10000,1
52591,22,8371,-15344,10000,0
52598,34,12827,-31369,10000,0
52599,17,4878,-9981,10000,0
52607,17,12831,-7762,10000,0
52608,33,4457,-22044,10000,0
52612,47,16909,-32161,30000,0
52621,35,5138,-20774,25000,0
52625,25,7759,-16820,10000,0
52626,18,5351,-11178,10000,0
52639,1,0,-10540,0,0
52643,13,5766,-7658,10000,0
52645,53,5183,-25714,25000,0
52646,22,4670,-9048,15000,0
52648,1,2,-10,0,0
52649,3,391,-610,0,0
52652,14,11834,-13400,20000,0
52653,45,9711,-15255,20000,1
52655,46,12489,-28094,40000,0
52656,24,6624,-10655,10000,0
52658,48,9520,-24307,30000,0
52659,17,7065,-11150,10000,0
52660,32,4910,-21860,15000,0
52662,1,173,-450,0,0
52663,18,3898,-11975,15000,0
52664,40,5480,-28698,30000,0
52666,6,8284,-3358,10000,0
52667,68,5051,-21630,16000,1
52669,53,8896,-34441,50000,0
52670,37,10645,-25449,30000,0
52674,41,4058,-17577,14000,0
52682,34,5384,-17688,10000,0
52689,4,2076,-2800,0,0
52760,31,10751,-21396,20000,0
52776,1,107,-80,0,0
52800,78,5434,-26869,20000,1
52803,3,1260,-1300,2000,0
52805,30,5478,-20401,20000,0
52806,1,309,-80,0,0
52810,17,5518,-7293,10000,0
52812,23,5120,-15029,10000,0
52813,3,4503,-1455,0,0
52823,8,3019,-3784,0,0
52825,40,12837,-51581,20000,0
52835,1,4890,-550,0,0
52837,22,4406,-12640,10000,0
52885,36,5190,-20168,10000,0
52903,26,2946,-11030,6000,0
52912,21,5361,-12891,10000,0
52936,55,8108,-47978,50000,0
52954,4,436,-830,0,0
52955,33,4066,-14180,10000,0
52958,27,6133,-16750,10000,0
52960,53,12341,-31843,40000,0
52984,31,5932,-18815,10000,0
52986,26,4429,-17969,20000,0
52987,12,3935,-9046,0,0
52992,71,4096,-29864,30000,0
52994,81,4811,-25162,30000,1
52998,41,9577,-19357,20000,0
53002,22,5847,-12260,10000,0
53005,23,11234,-10047,0,0
53006,11,10555,-5109,20000,0
53008,46,7480,-15758,10000,1
53011,49,10069,-27232,20000,0
53012,61,6810,-31662,40000,0
53014,56,4306,-38270,35000,0
53016,22,11838,-6184,0,1
53017,11,7511,-4730,0,0
53021,46,5608,-20302,20000,0
53023,69,8830,-16550,0,1
53024,60,3818,-24997,50000,0
53044,33,7100,-21898,10000,0
53045,29,7486,-14251,10000,0
53055,40,5195,-20600,20000,0
53097,55,12378,-21348,35000,1
53100,60,7260,-42729,40000,0
53101,64,7162,-44621,46000,0
53103,21,9112,-11710,10000,0
53104,16,6732,-9979,10000,0
53109,43,9971,-22468,10000,0
53111,8,1000,-3148,0,0
53115,17,3577,-10143,10000,0
53116,7,6352,-6590,0,0
53119,50,13014,-38639,30000,0
53122,42,6998,-29344,10000,0
53124,88,5066,-49501,55000,0
53125,24,5172,-12279,10000,0
53126,30,5416,-14725,20000,0
53127,38,4550,-21430,22000,0
53130,48,6125,-31065,25000,0
53131,6,655,-1780,0,0
53135,36,10941,-35674,10000,0
53136,39,11515,-17743,20000,0
53140,55,6565,-33236,15000,0
53145,4,4347,-2940,0,0
53146,44,5737,-26928,32000,0
53148,38,5998,-13311,20000,1
53149,27,4341,-13991,15000,0
53151,11,3526,-5991,0,0
53152,39,3468,-15923,15000,0
53153,16,4726,-34188,25000,0
53154,40,5332,-24680,20000,0
53155,3,8232,-1310,0,0
53156,4,8677,-2840,0,0
53157,1,2055,-800,0,0
53158,30,4995,-17240,10000,0
53160,8,2545,-2910,0,0
53161,22,2890,-7696,2000,1
53162,53,3325,-18242,16000,1
53164,91,11872,-37030,50000,0
53165,13,3562,-6180,16000,0
53166,26,9365,-14498,20000,0
53167,47,6311,-23256,25000,0
53168,35,4749,-20568,20000,0
53169,9,20019,-5970,0,0
53170,28,11352,-16435,0,0
53171,31,7968,-18212,0,0
53172,29,5403,-20220,20000,0
53173,82,13642,-48218,70000,0
53175,49,5718,-21946,10000,0
53177,51,11155,-18046,20000,1
53178,87,5191,-30620,21000,1
53179,63,11187,-42472,40000,0
53180,45,8172,-19625,20000,0
53181,27,9755,-20358,20000,0
53191,5,928,-1820,0,0
53196,57,6576,-37285,40000,0
53199,1,17654,-200,0,0
53246,14,4959,-8197,0,0
53247,6,1142,-2648,0,0
53256,7,1922,-5260,0,0
53260,14,4607,-9480,0,0
53261,7,4849,-3471,0,0
53269,10,935,-2882,3000,0
53270,12,4442,-8650,0,0
53274,34,6233,-26358,20000,0
53280,39,21417,-23295,0,0
53283,48,20148,-43520,10000,0
53285,28,5000,-13000,10000,0
53294,2,11,-40,0,0
53295,69,10985,-38359,40000,0
53296,45,7197,-27130,10000,0
53297,40,4615,-24220,15000,0
53298,3,2196,-2050,0,0
53299,1,6552,-800,0,0
53300,25,7726,-16890,20000,0
53301,50,6448,-16364,10000,1
53307,54,6221,-28720,30000,0
53313,30,4223,-24041,20000,0
53320,22,4617,-14525,15000,0
53321,3,728,-2080,0,0
53323,30,11640,-22339,0,0
53324,43,8773,-23450,30000,0
53325,39,5652,-20791,20000,0
53328,40,8280,-21162,10000,0
53332,10,3989,-9660,10000,0
53334,35,4975,-19801,20000,0
53337,30,6368,-17422,10000,0
53338,67,16581,-19889,30000,1
53341,23,4406,-12797,20000,0
53343,2,603,-530,0,0
53347,60,7412,-34197,40000,0
53348,5,9145,-4460,0,0
53349,9,5793,-7988,10000,0
53351,46,4542,-23373,15000,0
53353,62,14645,-23592,10000,1
53355,41,4142,-23155,25000,0
53356,20,3042,-13440,13500,0
53358,26,8000,-24455,10000,0
53359,53,7645,-31448,41000,0
53360,2,268,-250,0,0
53368,45,9557,-24200,20000,0
53370,39,5841,-20372,20000,0
53371,54,10953,-28388,10000,0
53372,4,10423,-2379,0,0
53374,70,5687,-41911,35000,0
53375,1,65,-290,0,0
53378,73,8108,-39759,40000,0
53379,47,3192,-21643,40000,0
53380,17,4590,-4855,0,1
53382,13,7177,-9155,10000,0
53383,12,943,-2394,2000,1
53384,4,590,-470,3000,0
53386,21,3473,-11794,5000,0
53387,8,3728,-3191,5000,0
53388,24,6704,-4774,10000,1
53390,26,3734,-12023,5000,0
53391,44,4759,-28981,31000,0
53395,27,3086,-8115,15000,1
53396,1,248,-800,0,0
53398,40,11372,-22020,20000,0
53400,44,5724,-35097,22000,0
53404,43,4355,-21544,22000,0
53405,19,4541,-10680,10000,0
53406,20,2639,-6044,0,1
53408,66,3862,-28580,45000,0
53409,51,8473,-33566,20000,0
53410,57,10695,-35073,40000,0
53413,42,4872,-21308,20000,0
53414,115,9978,-29432,40000,1
53420,39,4491,-15501,10000,1
53422,10,6489,-5338,10000,0
53425,27,9312,-22782,0,0
53426,13,3477,-5170,5000,1
53427,13,2544,-4456,0,1
53430,51,9944,-23149,0,0
53431,42,12328,-29759,20000,0
53433,50,16370,-25998,30000,0
53434,2,321,-120,0,0
53435,53,7930,-26968,10000,0
53436,46,37844,-34561,50000,0
53438,14,5407,-3198,0,1
53441,61,3769,-25434,25000,0
53444,35,5289,-19795,20000,0
53445,69,10556,-32858,35000,0
53446,6,883,-901,0,0
53447,42,4560,-23498,20000,0
53448,43,10741,-24243,20000,0
53449,36,3682,-18003,5000,0
53450,17,6531,-8927,10000,0
53451,50,11400,-33000,20000,0
53453,26,4930,-10466,0,0
